"ID","sdlog","meanlog","RT","Condition"
14,1.19050550820287,5.37341176652682,1537.7675820898,"Cong"
14,1.19050550820287,5.37341176652682,3243.53926137938,"Cong"
14,1.19050550820287,5.37341176652682,1094.7939362492,"Cong"
14,1.19050550820287,5.37341176652682,1006.05150789423,"Cong"
14,1.19050550820287,5.37341176652682,1984.18865499922,"Cong"
14,1.19050550820287,5.37341176652682,3204.08795339653,"Cong"
14,1.19050550820287,5.37341176652682,1056.68428403909,"Cong"
14,1.19050550820287,5.37341176652682,4755.3934876105,"Cong"
14,1.19050550820287,5.37341176652682,2786.89938092287,"Cong"
14,1.19050550820287,5.37341176652682,1343.95095639281,"Cong"
14,1.19050550820287,5.37341176652682,4040.08593300657,"Cong"
14,3.26773789420845,0.862792416807028,1835.42310167772,"Incong"
14,1.6543002926156,4.59307765416364,1018.38523223435,"Neutral"
14,1.6543002926156,4.59307765416364,4030.5180921563,"Neutral"
14,1.6543002926156,4.59307765416364,5083.91343938986,"Neutral"
14,1.6543002926156,4.59307765416364,5435.67797539764,"Neutral"
14,1.6543002926156,4.59307765416364,1439.89294685936,"Neutral"
14,1.6543002926156,4.59307765416364,5612.84115727942,"Neutral"
14,1.6543002926156,4.59307765416364,8486.78326374872,"Neutral"
14,1.6543002926156,4.59307765416364,1059.85756859566,"Neutral"
28,0.833306257528192,5.95249280865405,1299.8775460729,"Cong"
28,0.833306257528192,5.95249280865405,1119.56545754018,"Cong"
28,0.833306257528192,5.95249280865405,1334.7394005815,"Cong"
28,0.833306257528192,5.95249280865405,1114.53214463575,"Cong"
28,0.833306257528192,5.95249280865405,2005.42209548735,"Cong"
28,0.833306257528192,5.95249280865405,2305.73753451828,"Cong"
28,0.833306257528192,5.95249280865405,1413.70235463344,"Cong"
28,0.833306257528192,5.95249280865405,1195.75621504724,"Cong"
28,0.833306257528192,5.95249280865405,1097.30956277328,"Cong"
28,0.833306257528192,5.95249280865405,1144.87275805989,"Cong"
28,0.833306257528192,5.95249280865405,1001.95098694457,"Cong"
28,0.833306257528192,5.95249280865405,1276.44470578286,"Cong"
28,0.833306257528192,5.95249280865405,2346.52022915645,"Cong"
28,0.833306257528192,5.95249280865405,1261.61703408081,"Cong"
28,0.833306257528192,5.95249280865405,1801.89015544604,"Cong"
28,0.833306257528192,5.95249280865405,2706.00973832748,"Cong"
28,0.643738412221583,6.2718912665945,1044.50217776278,"Incong"
28,0.643738412221583,6.2718912665945,1187.70980074883,"Incong"
28,0.643738412221583,6.2718912665945,1427.64687093303,"Incong"
28,0.643738412221583,6.2718912665945,1447.18799618685,"Incong"
28,0.643738412221583,6.2718912665945,1348.37583148378,"Incong"
28,0.643738412221583,6.2718912665945,2391.20256985247,"Incong"
28,0.643738412221583,6.2718912665945,1449.6553743422,"Incong"
28,0.643738412221583,6.2718912665945,1114.39544791468,"Incong"
28,0.643738412221583,6.2718912665945,1751.59047985503,"Incong"
28,0.643738412221583,6.2718912665945,2003.66668854265,"Incong"
28,0.643738412221583,6.2718912665945,1140.43133430965,"Incong"
28,0.643738412221583,6.2718912665945,1085.06655171424,"Incong"
28,0.643738412221583,6.2718912665945,1206.88536810083,"Incong"
28,0.643738412221583,6.2718912665945,1258.83555646313,"Incong"
28,0.643738412221583,6.2718912665945,1345.59907517382,"Incong"
28,0.643738412221583,6.2718912665945,1044.63504115585,"Incong"
28,0.643738412221583,6.2718912665945,1648.28704528378,"Incong"
28,0.643738412221583,6.2718912665945,1327.16998380687,"Incong"
28,0.643738412221583,6.2718912665945,1221.34624083484,"Incong"
28,0.777651154315931,6.04444519203719,1040.40502595407,"Neutral"
28,0.777651154315931,6.04444519203719,1042.80474233921,"Neutral"
28,0.777651154315931,6.04444519203719,2169.86633977735,"Neutral"
28,0.777651154315931,6.04444519203719,1375.95408001674,"Neutral"
28,0.777651154315931,6.04444519203719,1790.76865635928,"Neutral"
28,0.777651154315931,6.04444519203719,1195.98752080319,"Neutral"
28,0.777651154315931,6.04444519203719,1809.3986251211,"Neutral"
28,0.777651154315931,6.04444519203719,1215.66765905049,"Neutral"
28,0.777651154315931,6.04444519203719,1145.01524407577,"Neutral"
28,0.777651154315931,6.04444519203719,2209.94686022572,"Neutral"
28,0.777651154315931,6.04444519203719,1240.98331436919,"Neutral"
28,0.777651154315931,6.04444519203719,1460.48653565429,"Neutral"
28,0.777651154315931,6.04444519203719,1283.31628821766,"Neutral"
28,0.777651154315931,6.04444519203719,1423.4396450884,"Neutral"
28,0.777651154315931,6.04444519203719,1030.87428911533,"Neutral"
34,0.915551270328502,5.81823193295916,1128.02344028077,"Cong"
34,0.915551270328502,5.81823193295916,3339.09075997385,"Cong"
34,0.915551270328502,5.81823193295916,1189.42207374395,"Cong"
34,0.915551270328502,5.81823193295916,1017.41459525294,"Cong"
34,0.915551270328502,5.81823193295916,1139.299477761,"Cong"
34,0.915551270328502,5.81823193295916,1085.10775733931,"Cong"
34,0.915551270328502,5.81823193295916,2210.07628580045,"Cong"
34,0.915551270328502,5.81823193295916,1380.70274081477,"Cong"
34,0.915551270328502,5.81823193295916,1859.39717928111,"Cong"
34,0.915551270328502,5.81823193295916,1704.16819213028,"Cong"
34,0.915551270328502,5.81823193295916,1471.27937252274,"Cong"
34,0.915551270328502,5.81823193295916,2335.89081492971,"Cong"
34,0.915551270328502,5.81823193295916,1185.53093551373,"Cong"
34,0.915551270328502,5.81823193295916,1041.35189711043,"Cong"
34,0.915551270328502,5.81823193295916,3148.23568908148,"Cong"
34,0.915551270328502,5.81823193295916,1960.13418310043,"Cong"
34,0.828488999880184,5.96041004291177,1151.23582465147,"Incong"
34,0.828488999880184,5.96041004291177,1453.51375905111,"Incong"
34,0.828488999880184,5.96041004291177,1561.81838239908,"Incong"
34,0.828488999880184,5.96041004291177,1268.31921184567,"Incong"
34,0.828488999880184,5.96041004291177,1007.7348821956,"Incong"
34,0.828488999880184,5.96041004291177,1092.72941868438,"Incong"
34,0.828488999880184,5.96041004291177,1096.42374565819,"Incong"
34,0.828488999880184,5.96041004291177,1078.07122687412,"Incong"
34,0.828488999880184,5.96041004291177,1742.26209896202,"Incong"
34,0.828488999880184,5.96041004291177,1560.32873139775,"Incong"
34,0.828488999880184,5.96041004291177,2561.14495389312,"Incong"
34,0.828488999880184,5.96041004291177,1279.99213666031,"Incong"
34,0.828488999880184,5.96041004291177,1772.82916030965,"Incong"
34,0.648500485479534,6.26359923759417,1018.44165831284,"Neutral"
34,0.648500485479534,6.26359923759417,1415.26590521998,"Neutral"
34,0.648500485479534,6.26359923759417,1526.7074961571,"Neutral"
34,0.648500485479534,6.26359923759417,1454.90173449159,"Neutral"
34,0.648500485479534,6.26359923759417,1355.81215699797,"Neutral"
34,0.648500485479534,6.26359923759417,1194.17005119722,"Neutral"
34,0.648500485479534,6.26359923759417,1118.31861576554,"Neutral"
34,0.648500485479534,6.26359923759417,1267.03691581202,"Neutral"
34,0.648500485479534,6.26359923759417,1269.76163013749,"Neutral"
34,0.648500485479534,6.26359923759417,1082.75446528912,"Neutral"
34,0.648500485479534,6.26359923759417,1304.250433241,"Neutral"
34,0.648500485479534,6.26359923759417,1258.39257343566,"Neutral"
41,0.484542887937484,6.56301964650243,1537.80541588045,"Cong"
41,0.484542887937484,6.56301964650243,1262.32857527809,"Cong"
41,0.484542887937484,6.56301964650243,1129.89103354965,"Cong"
41,0.484542887937484,6.56301964650243,1864.31883100117,"Cong"
41,0.484542887937484,6.56301964650243,1207.87131518028,"Cong"
41,0.484542887937484,6.56301964650243,1156.19574934046,"Cong"
41,0.484542887937484,6.56301964650243,1184.56652351698,"Cong"
41,0.484542887937484,6.56301964650243,1287.85876678511,"Cong"
41,0.484542887937484,6.56301964650243,1006.18209037374,"Cong"
41,0.484542887937484,6.56301964650243,1135.54586871809,"Cong"
41,0.484542887937484,6.56301964650243,1149.18890661493,"Cong"
41,0.484542887937484,6.56301964650243,1115.84745887518,"Cong"
41,0.484542887937484,6.56301964650243,1219.95323958058,"Cong"
41,0.484542887937484,6.56301964650243,1781.35157072317,"Cong"
41,0.484542887937484,6.56301964650243,1362.707625847,"Cong"
41,0.484542887937484,6.56301964650243,1076.00136339134,"Cong"
41,0.484542887937484,6.56301964650243,1038.70644700019,"Cong"
41,0.484542887937484,6.56301964650243,1197.12829691216,"Cong"
41,0.484542887937484,6.56301964650243,1650.66716865613,"Cong"
41,0.484542887937484,6.56301964650243,1106.88791199883,"Cong"
41,0.484542887937484,6.56301964650243,1452.98923946205,"Cong"
41,0.427218732528233,6.67739179948868,1148.01625489902,"Incong"
41,0.427218732528233,6.67739179948868,1518.4949663206,"Incong"
41,0.427218732528233,6.67739179948868,1368.98999340053,"Incong"
41,0.427218732528233,6.67739179948868,1138.45460880184,"Incong"
41,0.427218732528233,6.67739179948868,1096.35637744488,"Incong"
41,0.427218732528233,6.67739179948868,1296.28342943766,"Incong"
41,0.427218732528233,6.67739179948868,1483.09392934129,"Incong"
41,0.427218732528233,6.67739179948868,1382.01938785902,"Incong"
41,0.427218732528233,6.67739179948868,1007.47901527528,"Incong"
41,0.427218732528233,6.67739179948868,1008.06573723663,"Incong"
41,0.427218732528233,6.67739179948868,1486.94745786046,"Incong"
41,0.427218732528233,6.67739179948868,1537.25004759217,"Incong"
41,0.427218732528233,6.67739179948868,1034.55859664731,"Incong"
41,0.427218732528233,6.67739179948868,1096.72424758662,"Incong"
41,0.427218732528233,6.67739179948868,1340.06621182273,"Incong"
41,0.427218732528233,6.67739179948868,1468.30479612307,"Incong"
41,0.427218732528233,6.67739179948868,1217.70597044277,"Incong"
41,0.427218732528233,6.67739179948868,1080.21259618609,"Incong"
41,0.427218732528233,6.67739179948868,2197.97389404688,"Incong"
41,0.427218732528233,6.67739179948868,2127.2960387642,"Incong"
41,0.427218732528233,6.67739179948868,1050.13633890643,"Incong"
41,0.427218732528233,6.67739179948868,1089.69129407198,"Incong"
41,0.427218732528233,6.67739179948868,1116.04768283673,"Incong"
41,0.427218732528233,6.67739179948868,1298.91497537109,"Incong"
41,0.427218732528233,6.67739179948868,1429.09397191737,"Incong"
41,0.427218732528233,6.67739179948868,1076.89802296537,"Incong"
41,0.427218732528233,6.67739179948868,1083.54428692059,"Incong"
41,0.427218732528233,6.67739179948868,1049.24156957723,"Incong"
41,0.427218732528233,6.67739179948868,1097.90985575181,"Incong"
41,0.427218732528233,6.67739179948868,1304.64888724325,"Incong"
41,0.427218732528233,6.67739179948868,1068.99876476432,"Incong"
41,0.427218732528233,6.67739179948868,1547.16793708416,"Incong"
41,0.427218732528233,6.67739179948868,1719.86398167668,"Incong"
41,0.427218732528233,6.67739179948868,1380.52542755352,"Incong"
41,0.427218732528233,6.67739179948868,1263.50536132134,"Incong"
41,0.427218732528233,6.67739179948868,1312.74074166841,"Incong"
41,0.427218732528233,6.67739179948868,1254.23126699212,"Incong"
41,0.501950672889993,6.52952504508321,1050.73188781463,"Neutral"
41,0.501950672889993,6.52952504508321,1142.27173008025,"Neutral"
41,0.501950672889993,6.52952504508321,1029.76099978033,"Neutral"
41,0.501950672889993,6.52952504508321,2053.97251236276,"Neutral"
41,0.501950672889993,6.52952504508321,1020.31384477834,"Neutral"
41,0.501950672889993,6.52952504508321,1146.40761268845,"Neutral"
41,0.501950672889993,6.52952504508321,1098.01275332968,"Neutral"
41,0.501950672889993,6.52952504508321,1317.74466394436,"Neutral"
41,0.501950672889993,6.52952504508321,1608.70618061859,"Neutral"
41,0.501950672889993,6.52952504508321,1022.62244614725,"Neutral"
41,0.501950672889993,6.52952504508321,1557.54973471502,"Neutral"
41,0.501950672889993,6.52952504508321,1892.01443547483,"Neutral"
41,0.501950672889993,6.52952504508321,1124.71472318475,"Neutral"
41,0.501950672889993,6.52952504508321,1137.93674691838,"Neutral"
41,0.501950672889993,6.52952504508321,1061.3044639972,"Neutral"
41,0.501950672889993,6.52952504508321,1262.6649758034,"Neutral"
41,0.501950672889993,6.52952504508321,1139.9869729751,"Neutral"
41,0.501950672889993,6.52952504508321,1164.86866975057,"Neutral"
41,0.501950672889993,6.52952504508321,1215.33652607569,"Neutral"
41,0.501950672889993,6.52952504508321,2407.56953309287,"Neutral"
41,0.501950672889993,6.52952504508321,1131.14527547572,"Neutral"
41,0.501950672889993,6.52952504508321,2526.36845039096,"Neutral"
41,0.501950672889993,6.52952504508321,1135.62225747748,"Neutral"
41,0.501950672889993,6.52952504508321,1238.54684715464,"Neutral"
44,1.31454176948606,5.17050790482183,2155.6025550641,"Cong"
44,1.31454176948606,5.17050790482183,1239.05550685689,"Cong"
44,1.31454176948606,5.17050790482183,2500.34328344749,"Cong"
44,1.31454176948606,5.17050790482183,2383.66405461048,"Cong"
44,1.31454176948606,5.17050790482183,4369.46518542817,"Cong"
